Date,DAY,MONTH,QUARTER,YEAR,Close,High,Low,Open,Volume
22-09-2008,Monday,September,Q3,2008,0.453000009,0.460000008,0.444000006,0.448570997,69720000
23-09-2008,Tuesday,September,Q3,2008,0.450428993,0.464286,0.44728601,0.454856992,58408000
24-09-2008,Wednesday,September,Q3,2008,0.453857005,0.463142991,0.436428994,0.450143009,59101000
25-09-2008,Thursday,September,Q3,2008,0.470999986,0.472856998,0.44728601,0.455570996,62167000
26-09-2008,Friday,September,Q3,2008,0.469570994,0.470571011,0.450143009,0.460857004,39144000
29-09-2008,Monday,September,Q3,2008,0.451429009,0.47014299,0.444285989,0.461714,80290000
30-09-2008,Tuesday,September,Q3,2008,0.441143006,0.464143008,0.425428987,0.457428992,107002000
01-10-2008,Wednesday,October,Q4,2008,0.429143012,0.438142985,0.422571003,0.433286011,65016000
02-10-2008,Thursday,October,Q4,2008,0.418570995,0.428570986,0.404428989,0.425713986,52332000
03-10-2008,Friday,October,Q4,2008,0.413857013,0.442856997,0.409999996,0.417286009,50134000
06-10-2008,Monday,October,Q4,2008,0.378428996,0.382999986,0.359856993,0.371428996,280882000
07-10-2008,Tuesday,October,Q4,2008,0.318713993,0.383857012,0.312142998,0.383143008,124859000
08-10-2008,Wednesday,October,Q4,2008,0.324856997,0.339428991,0.307143003,0.313286006,138950000
09-10-2008,Thursday,October,Q4,2008,0.327713996,0.344285995,0.324286014,0.324999988,125216000
10-10-2008,Friday,October,Q4,2008,0.347000003,0.354999989,0.308856994,0.318713993,95655000
13-10-2008,Monday,October,Q4,2008,0.362857014,0.374285996,0.355571002,0.36085701,83419000
14-10-2008,Tuesday,October,Q4,2008,0.343428999,0.376286,0.338,0.375142992,96313000
15-10-2008,Wednesday,October,Q4,2008,0.321570992,0.345429003,0.321570992,0.341286004,53284000
16-10-2008,Thursday,October,Q4,2008,0.335000008,0.337285995,0.309857011,0.327428997,96047000
17-10-2008,Friday,October,Q4,2008,0.332857013,0.348143011,0.321285993,0.323713988,66045000
20-10-2008,Monday,October,Q4,2008,0.340000004,0.352714002,0.320856988,0.343428999,91049000
21-10-2008,Tuesday,October,Q4,2008,0.297856987,0.335714012,0.296000004,0.335714012,149009000
22-10-2008,Wednesday,October,Q4,2008,0.295713991,0.30399999,0.286285996,0.296570987,124544000
23-10-2008,Thursday,October,Q4,2008,0.296999991,0.302143008,0.286857009,0.289429009,115507000
24-10-2008,Friday,October,Q4,2008,0.270714015,0.289142996,0.269428998,0.285856992,120547000
27-10-2008,Monday,October,Q4,2008,0.256285995,0.281713992,0.255713999,0.271286011,103362000
28-10-2008,Tuesday,October,Q4,2008,0.293857008,0.294142991,0.257856995,0.261999995,147973000
29-10-2008,Wednesday,October,Q4,2008,0.310856998,0.328570992,0.285714,0.291000009,102683000
30-10-2008,Thursday,October,Q4,2008,0.325428993,0.332857013,0.31271401,0.327856988,84994000
31-10-2008,Friday,October,Q4,2008,0.353713989,0.363857001,0.319857001,0.326429009,106736000
03-11-2008,Monday,November,Q4,2008,0.333714008,0.354429007,0.329856992,0.350286007,94605000
04-11-2008,Tuesday,November,Q4,2008,0.343286008,0.347714007,0.328570992,0.338571012,54306000
05-11-2008,Wednesday,November,Q4,2008,0.328429013,0.344285995,0.327428997,0.342857003,58296000
06-11-2008,Thursday,November,Q4,2008,0.30685699,0.327143013,0.305429012,0.321285993,67396000
07-11-2008,Friday,November,Q4,2008,0.31228599,0.317571014,0.303714007,0.307857007,54908000
10-11-2008,Monday,November,Q4,2008,0.307570994,0.324000001,0.30271399,0.317142993,30457000
11-11-2008,Tuesday,November,Q4,2008,0.314570993,0.323857009,0.297571003,0.306286007,44653000
12-11-2008,Wednesday,November,Q4,2008,0.295713991,0.313713998,0.294286013,0.310571015,43505000
13-11-2008,Thursday,November,Q4,2008,0.34799999,0.349857002,0.293428987,0.293428987,135114000
14-11-2008,Friday,November,Q4,2008,0.314714015,0.344570994,0.31400001,0.341571003,90552000
17-11-2008,Monday,November,Q4,2008,0.303570986,0.315714002,0.300428987,0.31557101,71757000
18-11-2008,Tuesday,November,Q4,2008,0.306428999,0.314285994,0.294286013,0.306142986,67123000
19-11-2008,Wednesday,November,Q4,2008,0.293570995,0.31557101,0.293143004,0.307000011,71981000
20-11-2008,Thursday,November,Q4,2008,0.267428994,0.293285996,0.26571399,0.289285988,120064000
21-11-2008,Friday,November,Q4,2008,0.285571009,0.286570996,0.260428995,0.271429002,113106000
24-11-2008,Monday,November,Q4,2008,0.317286015,0.324142992,0.284570992,0.287286013,138103000
25-11-2008,Tuesday,November,Q4,2008,0.308999985,0.317286015,0.294,0.314285994,72142000
26-11-2008,Wednesday,November,Q4,2008,0.326714009,0.330713987,0.304286003,0.304286003,80192000
28-11-2008,Friday,November,Q4,2008,0.328285992,0.328857005,0.316000015,0.319000006,27811000
01-12-2008,Monday,December,Q4,2008,0.314857006,0.325713992,0.311286002,0.317142993,70546000
02-12-2008,Tuesday,December,Q4,2008,0.331571013,0.336856991,0.315429002,0.319857001,68838000
03-12-2008,Wednesday,December,Q4,2008,0.340142995,0.342142999,0.321857005,0.323143005,61894000
04-12-2008,Thursday,December,Q4,2008,0.331,0.34928599,0.323570997,0.328429013,67270000
05-12-2008,Friday,December,Q4,2008,0.361000001,0.363142997,0.322571009,0.329286009,90881000
08-12-2008,Monday,December,Q4,2008,0.364428997,0.367857009,0.35085699,0.357143015,97636000
09-12-2008,Tuesday,December,Q4,2008,0.401286006,0.415286005,0.357286006,0.359856993,178948000
10-12-2008,Wednesday,December,Q4,2008,0.406857014,0.413713992,0.396142989,0.404143006,89796000
11-12-2008,Thursday,December,Q4,2008,0.40200001,0.415713996,0.390570998,0.39785701,125699000
12-12-2008,Friday,December,Q4,2008,0.407285988,0.410856992,0.388999999,0.40485701,54719000
15-12-2008,Monday,December,Q4,2008,0.407000005,0.412,0.392856985,0.392856985,48216000
16-12-2008,Tuesday,December,Q4,2008,0.409285992,0.425000012,0.403142989,0.414285988,98168000
17-12-2008,Wednesday,December,Q4,2008,0.411285996,0.415571004,0.398714006,0.407714009,60046000
18-12-2008,Thursday,December,Q4,2008,0.403429002,0.412999988,0.396429002,0.408571005,53662000
19-12-2008,Friday,December,Q4,2008,0.395570993,0.414285988,0.390285999,0.411143005,154714000
22-12-2008,Monday,December,Q4,2008,0.398856997,0.404285997,0.386000007,0.403856993,82971000
23-12-2008,Tuesday,December,Q4,2008,0.38785699,0.402857006,0.383143008,0.399286002,60053000
24-12-2008,Wednesday,December,Q4,2008,0.391570985,0.394713998,0.385856986,0.386857003,21504000
26-12-2008,Friday,December,Q4,2008,0.406571001,0.406857014,0.385713995,0.387571007,24577000
29-12-2008,Monday,December,Q4,2008,0.398999989,0.428714007,0.392856985,0.410571009,86695000
30-12-2008,Tuesday,December,Q4,2008,0.409429014,0.410571009,0.398714006,0.403856993,33138000
31-12-2008,Wednesday,December,Q4,2008,0.426999986,0.433714002,0.407857001,0.410856992,62006000
02-01-2009,Friday,January,Q1,2009,0.426714003,0.435714006,0.419999987,0.421714008,66052000
05-01-2009,Monday,January,Q1,2009,0.456286013,0.456286013,0.43028599,0.432713985,130445000
06-01-2009,Tuesday,January,Q1,2009,0.470571011,0.474999994,0.458999991,0.459143013,120659000
07-01-2009,Wednesday,January,Q1,2009,0.467285991,0.473428994,0.457143009,0.471570998,101339000
08-01-2009,Thursday,January,Q1,2009,0.473571002,0.479714006,0.448570997,0.461856991,81753000
09-01-2009,Friday,January,Q1,2009,0.460857004,0.476999998,0.459428996,0.476999998,56861000
12-01-2009,Monday,January,Q1,2009,0.445856988,0.464570999,0.442856997,0.460143,65247000
13-01-2009,Tuesday,January,Q1,2009,0.442000002,0.453000009,0.432143003,0.443286002,78232000
14-01-2009,Wednesday,January,Q1,2009,0.421999991,0.44185701,0.411143005,0.436286002,90454000
15-01-2009,Thursday,January,Q1,2009,0.451714009,0.461856991,0.412429005,0.418285996,74081000
16-01-2009,Friday,January,Q1,2009,0.446570992,0.456142992,0.432143003,0.456142992,66556000
20-01-2009,Tuesday,January,Q1,2009,0.426142991,0.448713988,0.423714012,0.442856997,56063000
21-01-2009,Wednesday,January,Q1,2009,0.438428998,0.441285998,0.418857008,0.432570994,80640000
22-01-2009,Thursday,January,Q1,2009,0.44057101,0.447142988,0.420857012,0.426429003,71729000
23-01-2009,Friday,January,Q1,2009,0.434857011,0.442571014,0.429571003,0.43314299,94346000
26-01-2009,Monday,January,Q1,2009,0.430714011,0.445713997,0.415856987,0.434285998,156597000
27-01-2009,Tuesday,January,Q1,2009,0.497429013,0.504999995,0.470286012,0.472000003,601594000
28-01-2009,Wednesday,January,Q1,2009,0.516570985,0.517428994,0.498714,0.499857008,183974000
29-01-2009,Thursday,January,Q1,2009,0.526857018,0.541428983,0.503714025,0.505713999,242746000
30-01-2009,Friday,January,Q1,2009,0.516286016,0.525286019,0.504571021,0.513571024,187369000
02-02-2009,Monday,February,Q1,2009,0.527857006,0.537142992,0.508000016,0.508000016,154371000
03-02-2009,Tuesday,February,Q1,2009,0.524856985,0.531857014,0.514285982,0.52700001,171752000
04-02-2009,Wednesday,February,Q1,2009,0.526428998,0.542142987,0.517286003,0.52857101,145474000
05-02-2009,Thursday,February,Q1,2009,0.535286009,0.535857022,0.508571029,0.508571029,142485000
06-02-2009,Friday,February,Q1,2009,0.52857101,0.530143023,0.510285974,0.526000023,211456000
09-02-2009,Monday,February,Q1,2009,0.527714014,0.52857101,0.513143003,0.526286006,109914000
10-02-2009,Tuesday,February,Q1,2009,0.516713977,0.535713971,0.514999986,0.523000002,163842000
11-02-2009,Wednesday,February,Q1,2009,0.516713977,0.521143019,0.497285992,0.514428973,133021000
12-02-2009,Thursday,February,Q1,2009,0.541857004,0.542856991,0.522714019,0.524285972,205114000
13-02-2009,Friday,February,Q1,2009,0.550571024,0.554714024,0.537856996,0.542856991,200088000
17-02-2009,Tuesday,February,Q1,2009,0.531714022,0.549143016,0.528142989,0.542999983,151984000
18-02-2009,Wednesday,February,Q1,2009,0.52857101,0.537571013,0.518571019,0.534142971,132083000
19-02-2009,Thursday,February,Q1,2009,0.52985698,0.547999978,0.523714006,0.523714006,148974000
20-02-2009,Friday,February,Q1,2009,0.52571398,0.539570987,0.522285998,0.523285985,114107000
23-02-2009,Monday,February,Q1,2009,0.508285999,0.527428985,0.505429029,0.526570976,144235000
24-02-2009,Tuesday,February,Q1,2009,0.515142977,0.518999994,0.505713999,0.508857012,142443000
25-02-2009,Wednesday,February,Q1,2009,0.51128602,0.530713975,0.505429029,0.522714019,158879000
26-02-2009,Thursday,February,Q1,2009,0.511143029,0.524999976,0.498571008,0.507286012,107667000
27-02-2009,Friday,February,Q1,2009,0.517714024,0.52571398,0.503570974,0.511143029,89957000
02-03-2009,Monday,March,Q1,2009,0.490714014,0.51414299,0.48585701,0.505713999,158851000
03-03-2009,Tuesday,March,Q1,2009,0.519429028,0.558857024,0.487286001,0.489856988,517405000
04-03-2009,Wednesday,March,Q1,2009,0.538713992,0.545857012,0.515570998,0.529713988,144900000
05-03-2009,Thursday,March,Q1,2009,0.541428983,0.551999986,0.523999989,0.524571002,113351000
06-03-2009,Friday,March,Q1,2009,0.545428991,0.554286003,0.527285993,0.549714029,87297000
09-03-2009,Monday,March,Q1,2009,0.550000012,0.569571018,0.543429017,0.545857012,118489000
10-03-2009,Tuesday,March,Q1,2009,0.550000012,0.568428993,0.545714021,0.560142994,163373000
11-03-2009,Wednesday,March,Q1,2009,0.535570979,0.555000007,0.52857101,0.551285982,110306000
12-03-2009,Thursday,March,Q1,2009,0.570856988,0.571429014,0.521429002,0.525856972,140805000
13-03-2009,Friday,March,Q1,2009,0.562429011,0.571429014,0.55400002,0.570429027,95396000
16-03-2009,Monday,March,Q1,2009,0.552286029,0.576429009,0.551142991,0.56685698,120239000
17-03-2009,Tuesday,March,Q1,2009,0.582714021,0.582714021,0.544429004,0.553570986,119035000
18-03-2009,Wednesday,March,Q1,2009,0.594570994,0.606428981,0.573571026,0.581429005,163555000
19-03-2009,Thursday,March,Q1,2009,0.592999995,0.606428981,0.589142978,0.606428981,121156000
20-03-2009,Friday,March,Q1,2009,0.595000029,0.603713989,0.582000017,0.597285986,131173000
23-03-2009,Monday,March,Q1,2009,0.620000005,0.620000005,0.579999983,0.595000029,146398000
24-03-2009,Tuesday,March,Q1,2009,0.620285988,0.634571016,0.613570988,0.614570975,122052000
25-03-2009,Wednesday,March,Q1,2009,0.593713999,0.625714004,0.577143013,0.617570996,186865000
26-03-2009,Thursday,March,Q1,2009,0.59642899,0.605428994,0.591286004,0.595857024,144599000
27-03-2009,Friday,March,Q1,2009,0.56685698,0.589142978,0.563000023,0.589142978,110355000
30-03-2009,Monday,March,Q1,2009,0.600428998,0.604857028,0.557856977,0.564428985,193963000
31-03-2009,Tuesday,March,Q1,2009,0.613143027,0.628143013,0.595286012,0.602999985,127183000
01-04-2009,Wednesday,April,Q2,2009,0.612429023,0.628286004,0.601714015,0.611142993,104279000
02-04-2009,Thursday,April,Q2,2009,0.616142988,0.627570987,0.614143014,0.625285983,110488000
03-04-2009,Friday,April,Q2,2009,0.615285993,0.626429021,0.608142972,0.615285993,72058000
06-04-2009,Monday,April,Q2,2009,0.635713995,0.637714028,0.610000014,0.614143014,125069000
07-04-2009,Tuesday,April,Q2,2009,0.624285996,0.641429007,0.622713983,0.63499999,82166000
08-04-2009,Wednesday,April,Q2,2009,0.632570982,0.638143003,0.627429008,0.630142987,65765000
09-04-2009,Thursday,April,Q2,2009,0.670714021,0.671285987,0.631429017,0.63628602,138110000
13-04-2009,Monday,April,Q2,2009,0.70599997,0.717714012,0.662856996,0.670714021,266532000
14-04-2009,Tuesday,April,Q2,2009,0.682856977,0.697143018,0.677999973,0.69471401,169575000
15-04-2009,Wednesday,April,Q2,2009,0.665570974,0.680857003,0.651714027,0.675714016,109130000
16-04-2009,Thursday,April,Q2,2009,0.689571023,0.694857001,0.661285996,0.667856991,98252000
17-04-2009,Friday,April,Q2,2009,0.69757098,0.701570988,0.678713977,0.687143028,89859000
20-04-2009,Monday,April,Q2,2009,0.708714008,0.71014303,0.684571028,0.696856976,106505000
21-04-2009,Tuesday,April,Q2,2009,0.665714025,0.707000017,0.639714003,0.706286013,245630000
22-04-2009,Wednesday,April,Q2,2009,0.655429006,0.68314302,0.647571027,0.658285975,126854000
23-04-2009,Thursday,April,Q2,2009,0.647428989,0.656857014,0.621571004,0.653999984,245763000
24-04-2009,Friday,April,Q2,2009,0.610428989,0.62628597,0.601143003,0.621856987,300825000
27-04-2009,Monday,April,Q2,2009,0.662428975,0.668570995,0.623143017,0.627713978,293447000
28-04-2009,Tuesday,April,Q2,2009,0.659713984,0.680428982,0.642857015,0.653714001,165459000
29-04-2009,Wednesday,April,Q2,2009,0.646143019,0.657142997,0.642143011,0.649999976,178927000
30-04-2009,Thursday,April,Q2,2009,0.647285998,0.670714021,0.645142972,0.647428989,122472000
01-05-2009,Friday,May,Q2,2009,0.635429025,0.648571014,0.631856978,0.646429002,73283000
04-05-2009,Monday,May,Q2,2009,0.64200002,0.654713988,0.630713999,0.635999978,79366000
05-05-2009,Tuesday,May,Q2,2009,0.644429028,0.649856985,0.635713995,0.641857028,70077000
06-05-2009,Wednesday,May,Q2,2009,0.614143014,0.649571002,0.59642899,0.644856989,163520000
07-05-2009,Thursday,May,Q2,2009,0.57099998,0.618570983,0.552570999,0.607713997,251734000
08-05-2009,Friday,May,Q2,2009,0.574571013,0.579999983,0.53985697,0.571713984,249130000
11-05-2009,Monday,May,Q2,2009,0.565714002,0.571429014,0.545428991,0.564857006,129906000
12-05-2009,Tuesday,May,Q2,2009,0.576143026,0.580570996,0.554286003,0.566429019,130676000
13-05-2009,Wednesday,May,Q2,2009,0.537856996,0.571429014,0.526286006,0.571429014,204596000
14-05-2009,Thursday,May,Q2,2009,0.529713988,0.536285996,0.517857015,0.534570992,142555000
15-05-2009,Friday,May,Q2,2009,0.550000012,0.562570989,0.521857023,0.537856996,165760000
18-05-2009,Monday,May,Q2,2009,0.553857028,0.562856972,0.542999983,0.556999981,120981000
19-05-2009,Tuesday,May,Q2,2009,0.566142976,0.575571001,0.555000007,0.558857024,138299000
20-05-2009,Wednesday,May,Q2,2009,0.574999988,0.597142994,0.571429014,0.574428976,157927000
21-05-2009,Thursday,May,Q2,2009,0.558713973,0.580570996,0.550571024,0.571429014,99645000
22-05-2009,Friday,May,Q2,2009,0.554286003,0.56942898,0.551428974,0.564999998,42616000
26-05-2009,Tuesday,May,Q2,2009,0.572713971,0.577286005,0.550000012,0.551428974,81361000
27-05-2009,Wednesday,May,Q2,2009,0.556142986,0.577143013,0.555142999,0.572143018,92946000
28-05-2009,Thursday,May,Q2,2009,0.550571024,0.56099999,0.538285971,0.553143024,80864000
29-05-2009,Friday,May,Q2,2009,0.563143015,0.56557101,0.543570995,0.55400002,136920000
01-06-2009,Monday,June,Q2,2009,0.584856987,0.588571012,0.567570984,0.571286023,97181000
02-06-2009,Tuesday,June,Q2,2009,0.588142991,0.598571002,0.573000014,0.583428979,95781000
03-06-2009,Wednesday,June,Q2,2009,0.578571022,0.588999987,0.569142997,0.583999991,74123000
04-06-2009,Thursday,June,Q2,2009,0.581570983,0.584856987,0.564285994,0.576429009,94556000
05-06-2009,Friday,June,Q2,2009,0.559857011,0.576143026,0.552142978,0.575713992,102326000
08-06-2009,Monday,June,Q2,2009,0.554428995,0.560000002,0.543286026,0.555000007,84210000
09-06-2009,Tuesday,June,Q2,2009,0.557286024,0.566142976,0.555999994,0.56099999,80101000
10-06-2009,Wednesday,June,Q2,2009,0.540857017,0.56557101,0.537285984,0.565285981,139496000
11-06-2009,Thursday,June,Q2,2009,0.539143026,0.555000007,0.534856975,0.540000021,85652000
12-06-2009,Friday,June,Q2,2009,0.540570974,0.54242897,0.529286027,0.536143005,74984000
15-06-2009,Monday,June,Q2,2009,0.545143008,0.550571024,0.529286027,0.535143018,140798000
16-06-2009,Tuesday,June,Q2,2009,0.540428996,0.550428987,0.535857022,0.547429025,119700000
17-06-2009,Wednesday,June,Q2,2009,0.577143013,0.587000012,0.558857024,0.564285994,215341000
18-06-2009,Thursday,June,Q2,2009,0.590143025,0.593999982,0.574285984,0.585713983,123732000
19-06-2009,Friday,June,Q2,2009,0.594142973,0.611571014,0.591714025,0.591857016,159152000
22-06-2009,Monday,June,Q2,2009,0.579285979,0.590713978,0.564999998,0.590713978,123564000
23-06-2009,Tuesday,June,Q2,2009,0.565285981,0.574285984,0.557429016,0.571429014,79688000
24-06-2009,Wednesday,June,Q2,2009,0.56557101,0.574571013,0.561999977,0.568286002,83510000
25-06-2009,Thursday,June,Q2,2009,0.587285995,0.588285983,0.559143007,0.562713981,90972000
26-06-2009,Friday,June,Q2,2009,0.576713979,0.609713972,0.576429009,0.590286016,484610000
29-06-2009,Monday,June,Q2,2009,0.588571012,0.597000003,0.574285984,0.579714,86282000
30-06-2009,Tuesday,June,Q2,2009,0.590570986,0.596857011,0.570142984,0.592714012,113918000
01-07-2009,Wednesday,July,Q3,2009,0.580286026,0.60671401,0.578000009,0.593999982,86135000
02-07-2009,Thursday,July,Q3,2009,0.570285976,0.585713983,0.567286015,0.584571004,70308000
06-07-2009,Monday,July,Q3,2009,0.568286002,0.576713979,0.55942899,0.564143002,79121000
07-07-2009,Tuesday,July,Q3,2009,0.554286003,0.574999988,0.552570999,0.567857027,72163000
08-07-2009,Wednesday,July,Q3,2009,0.552856982,0.55528599,0.541857004,0.552142978,76174000
09-07-2009,Thursday,July,Q3,2009,0.570713997,0.573428988,0.558857024,0.561571002,120841000
10-07-2009,Friday,July,Q3,2009,0.572429001,0.576713979,0.562570989,0.562570989,52549000
13-07-2009,Monday,July,Q3,2009,0.602714002,0.615285993,0.56942898,0.571429014,296905000
14-07-2009,Tuesday,July,Q3,2009,0.618570983,0.622142971,0.597142994,0.606142998,139678000
15-07-2009,Wednesday,July,Q3,2009,0.634428978,0.634571016,0.618713975,0.625856996,94248000
16-07-2009,Thursday,July,Q3,2009,0.630429029,0.632429004,0.616142988,0.625714004,86219000
17-07-2009,Friday,July,Q3,2009,0.630571008,0.637570977,0.624857008,0.630285978,83062000
20-07-2009,Monday,July,Q3,2009,0.640286028,0.642570972,0.623286009,0.635856986,96810000
21-07-2009,Tuesday,July,Q3,2009,0.639714003,0.642714024,0.619143009,0.64042902,91287000
22-07-2009,Wednesday,July,Q3,2009,0.646857023,0.654713988,0.635856986,0.63785702,98336000
23-07-2009,Thursday,July,Q3,2009,0.663713992,0.681285977,0.65071398,0.654713988,200606000
24-07-2009,Friday,July,Q3,2009,0.602856994,0.636713982,0.598429024,0.632143021,357196000
27-07-2009,Monday,July,Q3,2009,0.595713973,0.603999972,0.584571004,0.601571023,155043000
28-07-2009,Tuesday,July,Q3,2009,0.604857028,0.60671401,0.582143009,0.584142983,116823000
29-07-2009,Wednesday,July,Q3,2009,0.610000014,0.617429018,0.600000024,0.601428986,85869000
30-07-2009,Thursday,July,Q3,2009,0.623000026,0.630429029,0.607713997,0.608142972,102263000
31-07-2009,Friday,July,Q3,2009,0.627713978,0.634856999,0.619286001,0.619428992,76300000
03-08-2009,Monday,August,Q3,2009,0.642428994,0.642428994,0.625856996,0.633571029,84441000
04-08-2009,Tuesday,August,Q3,2009,0.631142974,0.641429007,0.623570979,0.639999986,85183000
05-08-2009,Wednesday,August,Q3,2009,0.633000016,0.635713995,0.624571025,0.633857012,64197000
06-08-2009,Thursday,August,Q3,2009,0.621429026,0.635571003,0.620000005,0.628570974,77161000
07-08-2009,Friday,August,Q3,2009,0.642857015,0.645713985,0.625856996,0.632857025,91812000
10-08-2009,Monday,August,Q3,2009,0.654286027,0.65614301,0.63657099,0.641143024,75418000
11-08-2009,Tuesday,August,Q3,2009,0.658429027,0.661714017,0.651428998,0.654999971,58961000
12-08-2009,Wednesday,August,Q3,2009,0.661143005,0.665714025,0.648428977,0.658571005,61572000
13-08-2009,Thursday,August,Q3,2009,0.661143005,0.666714013,0.644571006,0.65742898,52633000
14-08-2009,Friday,August,Q3,2009,0.635571003,0.659429014,0.631142974,0.658429027,79275000
17-08-2009,Monday,August,Q3,2009,0.615857005,0.625571012,0.607285976,0.625571012,62720000
18-08-2009,Tuesday,August,Q3,2009,0.622142971,0.623429,0.612429023,0.615428984,42784000
19-08-2009,Wednesday,August,Q3,2009,0.640999973,0.65357101,0.624571025,0.625714004,97804000
20-08-2009,Thursday,August,Q3,2009,0.642570972,0.651428998,0.637286007,0.638143003,68369000
21-08-2009,Friday,August,Q3,2009,0.644285977,0.651428998,0.642143011,0.648714006,85260000
24-08-2009,Monday,August,Q3,2009,0.633143008,0.654999971,0.632857025,0.647428989,79009000
25-08-2009,Tuesday,August,Q3,2009,0.635142982,0.641429007,0.632000029,0.640286028,71687000
26-08-2009,Wednesday,August,Q3,2009,0.628143013,0.639428973,0.625428975,0.633143008,56805000
27-08-2009,Thursday,August,Q3,2009,0.625,0.629285991,0.612429023,0.624143004,96866000
28-08-2009,Friday,August,Q3,2009,0.631713986,0.641286016,0.629143,0.636143029,72051000
31-08-2009,Monday,August,Q3,2009,0.623286009,0.637570977,0.617429018,0.630571008,56784000
01-09-2009,Tuesday,September,Q3,2009,0.60214299,0.634142995,0.595286012,0.616999984,109550000
02-09-2009,Wednesday,September,Q3,2009,0.596857011,0.606000006,0.594856977,0.595570982,64981000
03-09-2009,Thursday,September,Q3,2009,0.575571001,0.592857003,0.56099999,0.590143025,194943000
04-09-2009,Friday,September,Q3,2009,0.584999979,0.587714016,0.571429014,0.57257098,85421000
08-09-2009,Tuesday,September,Q3,2009,0.59257102,0.597571015,0.582857013,0.589999974,73080000
09-09-2009,Wednesday,September,Q3,2009,0.617570996,0.628143013,0.591428995,0.591428995,177471000
10-09-2009,Thursday,September,Q3,2009,0.621429026,0.639285982,0.614428997,0.614428997,104041000
11-09-2009,Friday,September,Q3,2009,0.609429002,0.626429021,0.606571019,0.625142992,67977000
14-09-2009,Monday,September,Q3,2009,0.618286014,0.619286001,0.598285973,0.607856989,56567000
15-09-2009,Tuesday,September,Q3,2009,0.642428994,0.642857015,0.617142975,0.628000021,102935000
16-09-2009,Wednesday,September,Q3,2009,0.668570995,0.671428978,0.646429002,0.647000015,126532000
17-09-2009,Thursday,September,Q3,2009,0.663429022,0.672142982,0.657999992,0.661571026,65331000
18-09-2009,Friday,September,Q3,2009,0.677142978,0.677999973,0.653428972,0.658571005,123186000
21-09-2009,Monday,September,Q3,2009,0.678570986,0.684143007,0.665428996,0.666714013,81753000
22-09-2009,Tuesday,September,Q3,2009,0.68185699,0.688570976,0.675999999,0.684285998,63868000
23-09-2009,Wednesday,September,Q3,2009,0.669286013,0.685571015,0.668570995,0.685000002,50799000
24-09-2009,Thursday,September,Q3,2009,0.666000009,0.673570991,0.659713984,0.673570991,37338000
25-09-2009,Friday,September,Q3,2009,0.660857022,0.670571029,0.657142997,0.661428988,43085000
28-09-2009,Monday,September,Q3,2009,0.656714022,0.669857025,0.650286019,0.659142971,90125000
29-09-2009,Tuesday,September,Q3,2009,0.660857022,0.674428999,0.652857006,0.65742898,97398000
30-09-2009,Wednesday,September,Q3,2009,0.659570992,0.673143029,0.649856985,0.668713987,67144000
01-10-2009,Thursday,October,Q4,2009,0.637428999,0.65614301,0.633143008,0.65357101,84798000
02-10-2009,Friday,October,Q4,2009,0.638857007,0.654713988,0.632857025,0.63628602,57736000
05-10-2009,Monday,October,Q4,2009,0.648856997,0.653428972,0.639428973,0.642857015,80500000
06-10-2009,Tuesday,October,Q4,2009,0.659570992,0.660713971,0.649429023,0.649571002,63049000
07-10-2009,Wednesday,October,Q4,2009,0.660713971,0.666000009,0.655143023,0.65742898,39046000
08-10-2009,Thursday,October,Q4,2009,0.657714009,0.670286,0.654999971,0.658999979,67473000
09-10-2009,Friday,October,Q4,2009,0.670143008,0.670286,0.658856988,0.662,48104000
12-10-2009,Monday,October,Q4,2009,0.657999992,0.682570994,0.656570971,0.671142995,73906000
13-10-2009,Tuesday,October,Q4,2009,0.664143026,0.670857012,0.656286001,0.657999992,45143000
14-10-2009,Wednesday,October,Q4,2009,0.686713994,0.686999977,0.665143013,0.670286,76552000
15-10-2009,Thursday,October,Q4,2009,0.719286025,0.727571011,0.675428987,0.675428987,185206000
16-10-2009,Friday,October,Q4,2009,0.699856997,0.712143004,0.686142981,0.708000004,82691000
19-10-2009,Monday,October,Q4,2009,0.711429,0.720429003,0.700999975,0.712143004,55804000
20-10-2009,Tuesday,October,Q4,2009,0.699428976,0.724856973,0.697000027,0.722714007,77560000
21-10-2009,Wednesday,October,Q4,2009,0.683570981,0.707000017,0.682570994,0.700571001,68474000
22-10-2009,Thursday,October,Q4,2009,0.708999991,0.710286021,0.679428995,0.686713994,88074000
23-10-2009,Friday,October,Q4,2009,0.784142971,0.821429014,0.710429013,0.711570978,507878000
26-10-2009,Monday,October,Q4,2009,0.788142979,0.810714006,0.786000013,0.796571016,113162000
27-10-2009,Tuesday,October,Q4,2009,0.774856985,0.791857004,0.77285701,0.788999975,92589000
28-10-2009,Wednesday,October,Q4,2009,0.764856994,0.790570974,0.757429004,0.782714009,110950000
29-10-2009,Thursday,October,Q4,2009,0.790286005,0.790714025,0.757143021,0.76700002,98525000
30-10-2009,Friday,October,Q4,2009,0.763571024,0.79985702,0.762000024,0.785857022,93877000
02-11-2009,Monday,November,Q4,2009,0.768571019,0.776857018,0.751429021,0.759714007,58786000
03-11-2009,Tuesday,November,Q4,2009,0.767857015,0.77571398,0.751571,0.759571016,107380000
04-11-2009,Wednesday,November,Q4,2009,0.773714006,0.785713971,0.771429002,0.772714019,77280000
05-11-2009,Thursday,November,Q4,2009,0.80557102,0.811856985,0.765570998,0.770570993,134127000
